InstanceName,basicTask,pctbGridTask,cvchickTask,mainGoalSize,goalPosition,goalOccluded,lavaPresence,minDistToGoal,minNumTurnsGoal,minDistToCorrectChoice,minNumTurnsChoice,numChoices,Random_Agent_Success,Heuristic_Agent_Success,Dreamer_basic_Success,Dreamer_basic_control_Success,PPO_basic_Success,PPO_basic_control_Success,Random_Agent_Choice,Heuristic_Agent_Choice,Dreamer_basic_Choice,Dreamer_basic_control_Choice,PPO_basic_Choice,PPO_basic_control_Choice
OP-Controls-Basic15LO-MovingGreen-LeftShort-0.5-NA-0-NA.yml,1,0,0,0.5,-1,0,0,9,1,9,1,1,0,1,1,1,0,0,0,1,1,1,0,0
OP-Controls-Basic15LO-MovingGreen-LeftShort-1-NA-0-NA.yml,1,0,0,1,-1,0,0,9,1,9,1,1,1,1,0,0,1,0,1,1,0,0,1,0
OP-Controls-Basic15LO-MovingGreen-LeftShort-2-NA-0-NA.yml,1,0,0,2,-1,0,0,9,1,9,1,1,0,1,1,1,1,0,0,1,1,1,1,0
OP-Controls-Basic15LO-MovingGreen-LeftShort-4-NA-0-NA.yml,1,0,0,4,-1,0,0,9,1,9,1,1,0,1,1,1,1,1,0,1,1,1,1,1
OP-Controls-Basic15LO-MovingGreen-RightLong-0.5-NA-0-NA.yml,1,0,0,0.5,1,0,0,29,1,29,1,1,0,1,0,0,0,0,0,1,0,0,0,0
OP-Controls-Basic15LO-MovingGreen-RightLong-1-NA-0-NA.yml,1,0,0,1,1,0,0,29,1,29,1,1,0,1,0,0,0,0,0,1,0,0,0,0
OP-Controls-Basic15LO-MovingGreen-RightLong-2-NA-0-NA.yml,1,0,0,2,1,0,0,29,1,29,1,1,1,1,1,0,0,0,1,1,1,0,0,0
OP-Controls-Basic15LO-MovingGreen-RightLong-4-NA-0-NA.yml,1,0,0,4,1,0,0,29,1,29,1,1,0,1,1,0,1,1,0,1,1,0,1,1
OP-Controls-Basic15LO-MovingGreen-RightMedium-0.5-NA-0-NA.yml,1,0,0,0.5,1,0,0,19,1,19,1,1,0,1,0,0,1,0,0,1,0,0,1,0
OP-Controls-Basic15LO-MovingGreen-RightMedium-1-NA-0-NA.yml,1,0,0,1,1,0,0,19,1,19,1,1,0,1,0,0,0,0,0,1,0,0,0,0
OP-Controls-Basic15LO-MovingGreen-RightMedium-2-NA-0-NA.yml,1,0,0,2,1,0,0,19,1,19,1,1,0,1,1,0,1,0,0,1,1,0,1,0
OP-Controls-Basic15LO-MovingGreen-RightMedium-4-NA-0-NA.yml,1,0,0,4,1,0,0,19,1,19,1,1,0,1,1,0,1,1,0,1,1,0,1,1
OP-Controls-Basic15LO-MovingGreen-RightShort-0.5-NA-0-NA.yml,1,0,0,0.5,1,0,0,9,1,9,1,1,1,1,1,0,1,0,1,1,1,0,1,0
OP-Controls-Basic15LO-MovingGreen-RightShort-1-NA-0-NA.yml,1,0,0,1,1,0,0,9,1,9,1,1,0,1,1,0,1,0,0,1,1,0,1,0
OP-Controls-Basic15LO-MovingGreen-RightShort-2-NA-0-NA.yml,1,0,0,2,1,0,0,9,1,9,1,1,1,1,1,0,1,0,1,1,1,0,1,0
OP-Controls-Basic15LO-MovingGreen-RightShort-4-NA-0-NA.yml,1,0,0,4,1,0,0,9,1,9,1,1,1,1,1,0,1,1,1,1,1,0,1,1
OP-Controls-Basic15LO-OpaqueWMedium-Short-0.5-Grey-0-Opaque.yml,1,0,0,0.5,0,0,0,35,3,35,3,1,0,1,0,0,0,0,0,1,0,0,0,0
OP-Controls-Basic15LO-OpaqueWMedium-Short-1-Grey-0-Opaque.yml,1,0,0,1,0,0,0,35,3,35,3,1,1,1,1,1,0,0,1,1,1,1,0,0
OP-Controls-Basic15LO-OpaqueWMedium-Short-2-Grey-0-Opaque.yml,1,0,0,2,0,0,0,35,3,35,3,1,0,1,1,0,1,1,0,1,1,0,1,1
OP-Controls-Basic15LO-OpaqueWMedium-Short-4-Grey-0-Opaque.yml,1,0,0,4,0,0,0,35,3,35,3,1,0,1,1,0,0,0,0,1,1,0,0,0
OP-Controls-Basic15LO-RampDown-G5-Centre-NA-0-NA.yml,1,0,0,5,0,0,0,17,0,17,0,1,1,1,1,0,1,1,1,1,1,0,1,1
OP-Controls-Basic15LO-RampDown-G5-Left-NA-0-NA.yml,1,0,0,5,-1,0,0,17,0,17,0,1,1,1,1,0,1,1,1,1,1,0,1,1
OP-Controls-Basic15LO-RampDown-G5-Right-NA-0-NA.yml,1,0,0,5,1,0,0,17,0,17,0,1,0,1,1,0,1,1,0,1,1,0,1,1
OP-Controls-Basic15LO-RampUp-G5-Centre-NA-0-NA.yml,1,0,0,5,0,0,0,19,0,19,0,1,0,1,1,1,1,0,0,1,1,1,1,0
OP-Controls-Basic15LO-RampUp-G5-Left-NA-0-NA.yml,1,0,0,5,-1,0,0,19,0,19,0,1,1,1,1,1,1,0,1,1,1,1,1,0
OP-Controls-Basic15LO-RampUp-G5-Right-NA-0-NA.yml,1,0,0,5,1,0,0,19,0,19,0,1,0,1,1,1,1,0,0,1,1,1,1,0
OP-Controls-Basic15LO-SanityGreen-Long-0.5-NA-0-NA.yml,1,0,0,0.5,0,0,0,36.5,0,36.5,0,1,0,1,0,0,1,0,0,1,0,0,1,0
OP-Controls-Basic15LO-SanityGreen-Long-1-NA-0-NA.yml,1,0,0,1,0,0,0,36.5,0,36.5,0,1,0,1,0,0,0,0,0,1,0,0,0,0
OP-Controls-Basic15LO-SanityGreen-Long-2-NA-0-NA.yml,1,0,0,2,0,0,0,36.5,0,36.5,0,1,1,1,1,0,1,0,1,1,1,0,1,0
OP-Controls-Basic15LO-SanityGreen-Long-4-NA-0-NA.yml,1,0,0,4,0,0,0,36.5,0,36.5,0,1,0,1,1,0,1,1,0,1,1,0,1,1
OP-Controls-Basic15LO-SanityGreen-Medium-0.5-NA-0-NA.yml,1,0,0,0.5,0,0,0,19,0,19,0,1,0,1,1,0,0,1,0,1,1,0,0,1
OP-Controls-Basic15LO-SanityGreen-Medium-1-NA-0-NA.yml,1,0,0,1,0,0,0,19,0,19,0,1,1,1,1,0,0,0,1,1,1,0,0,0
OP-Controls-Basic15LO-SanityGreen-Medium-2-NA-0-NA.yml,1,0,0,2,0,0,0,19,0,19,0,1,0,1,1,0,1,0,0,1,1,0,1,0
OP-Controls-Basic15LO-SanityGreen-Medium-4-NA-0-NA.yml,1,0,0,4,0,0,0,19,0,19,0,1,0,1,1,0,1,1,0,1,1,0,1,1
OP-Controls-Basic15LO-SanityGreen-Short-0.5-NA-0-NA.yml,1,0,0,0.5,0,0,0,9,0,9,0,1,0,1,0,0,0,0,0,1,0,0,0,0
OP-Controls-Basic15LO-SanityGreen-Short-1-NA-0-NA.yml,1,0,0,1,0,0,0,9,0,9,0,1,0,1,1,0,1,1,0,1,1,0,1,1
OP-Controls-Basic15LO-SanityGreen-Short-2-NA-0-NA.yml,1,0,0,2,0,0,0,9,0,9,0,1,1,1,1,0,1,1,1,1,1,0,1,1
OP-Controls-Basic15LO-SanityGreen-Short-4-NA-0-NA.yml,1,0,0,4,0,0,0,9,0,9,0,1,1,1,1,0,1,1,1,1,1,0,1,1
OP-Controls-Basic15LO-TransparentWMedium-Short-0.5-NA-0-Transparent.yml,1,0,0,0.5,0,0,0,35,3,35,3,1,1,1,1,0,0,0,1,1,1,0,0,0
OP-Controls-Basic15LO-TransparentWMedium-Short-1-NA-0-Transparent.yml,1,0,0,1,0,0,0,35,3,35,3,1,1,1,1,0,0,0,1,1,1,0,0,0
OP-Controls-Basic15LO-TransparentWMedium-Short-2-NA-0-Transparent.yml,1,0,0,2,0,0,0,35,3,35,3,1,1,1,1,0,0,0,1,1,1,0,0,0
OP-Controls-Basic15LO-TransparentWMedium-Short-4-NA-0-Transparent.yml,1,0,0,4,0,0,0,35,3,35,3,1,1,1,1,0,0,0,1,1,1,0,0,0
OP-Controls-Basic15LO-TurningGreen-Left-0.5-NA-0-NA.yml,1,0,0,0.5,-1,0,0,19,1,19,1,1,0,1,0,0,0,0,0,1,0,0,0,0
OP-Controls-Basic15LO-TurningGreen-Left-1-NA-0-NA.yml,1,0,0,1,-1,0,0,19,1,19,1,1,0,1,1,0,1,0,0,1,1,0,1,0
OP-Controls-Basic15LO-TurningGreen-Left-2-NA-0-NA.yml,1,0,0,2,-1,0,0,19,1,19,1,1,1,1,1,0,0,1,1,1,1,0,0,1
OP-Controls-Basic15LO-TurningGreen-Left-4-NA-0-NA.yml,1,0,0,4,-1,0,0,19,1,19,1,1,1,1,1,0,1,1,1,1,1,0,1,1
OP-Controls-Basic15LO-TurningGreen-Right-0.5-NA-0-NA.yml,1,0,0,0.5,1,0,0,19,1,19,1,1,0,1,0,0,1,0,0,1,0,0,1,0
OP-Controls-Basic15LO-TurningGreen-Right-1-NA-0-NA.yml,1,0,0,1,1,0,0,19,1,19,1,1,0,1,1,0,1,1,0,1,1,0,1,1
OP-Controls-Basic15LO-TurningGreen-Right-2-NA-0-NA.yml,1,0,0,2,1,0,0,19,1,19,1,1,0,1,1,0,1,1,0,1,1,0,1,1
OP-Controls-Basic15LO-TurningGreen-Right-4-NA-0-NA.yml,1,0,0,4,1,0,0,19,1,19,1,1,0,1,1,1,1,1,0,1,1,1,1,1
OP-RP-Allo-CVChick-G1.51OccluderContra-Left-Beige-0-OPQ.yml,0,0,1,1.5,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,1,1,0,0,0,0
OP-RP-Allo-CVChick-G1.51OccluderContra-Left-Brown-0-OPQ.yml,0,0,1,1.5,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,1,1,0,0,1,0
OP-RP-Allo-CVChick-G1.51OccluderContra-Left-DarkBlue-0-OPQ.yml,0,0,1,1.5,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,1,1,0,0,1,0
OP-RP-Allo-CVChick-G1.51OccluderContra-Left-DarkGreen-0-OPQ.yml,0,0,1,1.5,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,1,1,0,0,1,0
OP-RP-Allo-CVChick-G1.51OccluderContra-Left-Grey-0-OPQ.yml,0,0,1,1.5,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,1,1,0,0,0,0
OP-RP-Allo-CVChick-G1.51OccluderContra-Left-OffWhite-0-OPQ.yml,0,0,1,1.5,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,1,1,0,0,0,0
OP-RP-Allo-CVChick-G1.51OccluderContra-Left-RND-0-OPQ.yml,0,0,1,1.5,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,0,1,0,0,0,0
OP-RP-Allo-CVChick-G1.51OccluderContra-Right-Beige-0-OPQ.yml,0,0,1,1.5,1,0,1,46,3,8,1,2,0,1,0,1,0,0,1,1,0,1,0,1
OP-RP-Allo-CVChick-G1.51OccluderContra-Right-Brown-0-OPQ.yml,0,0,1,1.5,1,0,1,46,3,8,1,2,0,1,0,1,0,0,0,1,0,1,0,0
OP-RP-Allo-CVChick-G1.51OccluderContra-Right-DarkBlue-0-OPQ.yml,0,0,1,1.5,1,0,1,46,3,8,1,2,0,1,0,1,0,1,0,1,1,1,0,1
OP-RP-Allo-CVChick-G1.51OccluderContra-Right-DarkGreen-0-OPQ.yml,0,0,1,1.5,1,0,1,46,3,8,1,2,0,0,0,1,0,0,0,0,0,1,0,0
OP-RP-Allo-CVChick-G1.51OccluderContra-Right-Grey-0-OPQ.yml,0,0,1,1.5,1,0,1,46,3,8,1,2,0,1,0,1,0,0,1,1,1,1,0,0
OP-RP-Allo-CVChick-G1.51OccluderContra-Right-OffWhite-0-OPQ.yml,0,0,1,1.5,1,0,1,46,3,8,1,2,0,1,0,1,0,0,1,1,1,1,0,1
OP-RP-Allo-CVChick-G1.51OccluderContra-Right-RND-0-OPQ.yml,0,0,1,1.5,1,0,1,46,3,8,1,2,0,0,1,1,0,0,0,0,1,1,0,0
OP-RP-Allo-CVChick-G1.51OccluderIpsi-Left-Beige-0-OPQ.yml,0,0,1,1.5,-1,0,1,46,3,8,1,2,0,1,0,0,1,0,1,1,1,0,1,0
OP-RP-Allo-CVChick-G1.51OccluderIpsi-Left-Brown-0-OPQ.yml,0,0,1,1.5,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,1,1,1,0,1,0
OP-RP-Allo-CVChick-G1.51OccluderIpsi-Left-DarkBlue-0-OPQ.yml,0,0,1,1.5,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,0,1,0,0,1,0
OP-RP-Allo-CVChick-G1.51OccluderIpsi-Left-DarkGreen-0-OPQ.yml,0,0,1,1.5,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,0,1,1,0,1,0
OP-RP-Allo-CVChick-G1.51OccluderIpsi-Left-Grey-0-OPQ.yml,0,0,1,1.5,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,1,1,0,0,0,0
OP-RP-Allo-CVChick-G1.51OccluderIpsi-Left-OffWhite-0-OPQ.yml,0,0,1,1.5,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,1,1,1,0,1,0
OP-RP-Allo-CVChick-G1.51OccluderIpsi-Left-RND-0-OPQ.yml,0,0,1,1.5,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,1,1,0,0,1,0
OP-RP-Allo-CVChick-G1.51OccluderIpsi-Right-Beige-0-OPQ.yml,0,0,1,1.5,1,0,1,46,3,8,1,2,0,1,0,1,0,0,0,1,1,1,0,1
OP-RP-Allo-CVChick-G1.51OccluderIpsi-Right-Brown-0-OPQ.yml,0,0,1,1.5,1,0,1,46,3,8,1,2,1,1,0,1,0,0,1,1,1,1,0,1
OP-RP-Allo-CVChick-G1.51OccluderIpsi-Right-DarkBlue-0-OPQ.yml,0,0,1,1.5,1,0,1,46,3,8,1,2,0,1,0,1,0,0,0,1,0,1,0,0
OP-RP-Allo-CVChick-G1.51OccluderIpsi-Right-DarkGreen-0-OPQ.yml,0,0,1,1.5,1,0,1,46,3,8,1,2,0,0,0,1,0,0,1,0,1,1,0,1
OP-RP-Allo-CVChick-G1.51OccluderIpsi-Right-Grey-0-OPQ.yml,0,0,1,1.5,1,0,1,46,3,8,1,2,0,1,0,1,0,1,0,1,1,1,0,1
OP-RP-Allo-CVChick-G1.51OccluderIpsi-Right-OffWhite-0-OPQ.yml,0,0,1,1.5,1,0,1,46,3,8,1,2,0,1,0,1,0,1,1,1,1,1,0,1
OP-RP-Allo-CVChick-G1.51OccluderIpsi-Right-RND-0-OPQ.yml,0,0,1,1.5,1,0,1,46,3,8,1,2,0,1,0,1,0,0,0,1,1,1,0,1
